h,k,l,del_CN,tension_host,tension_impurity,del_tension,radius_host,radius_impurity,del_radius,PEN_host,PEN_impurity,del_PEN,IE_host,IE_impurity,del_IE,EA_host,EA_impurity,del_EA,Esegr
1,1,0,6,1.9,2.4,0.5,3.07,2.95,-0.12,1.6,2.36,0.76,6.75885,7.864,1.10515,0.9174,0.81626,-0.10114,0.7
1,1,0,6,1.9,2.7,0.8,3.07,2.87,-0.2,1.6,1.9,0.3,6.75885,7.8335,1.07465,0.9174,0.060396,-0.857004,0.98
1,1,0,6,1.9,2.5,0.6,3.07,2.83,-0.24,1.6,2.2,0.6,6.75885,8.4382,1.67935,0.9174,1.0778,0.1604,1
1,1,0,6,1.9,2.25,0.35,3.07,2.84,-0.23,1.6,2.2,0.6,6.75885,8.967,2.20815,0.9174,1.56436,0.64696,0.77
1,1,0,6,1.9,1.8,-0.1,3.07,2.9,-0.17,1.6,2.28,0.68,6.75885,8.9587,2.19985,0.9174,2.1251,1.2077,0.4
1,1,0,6,1.9,1.14,-0.76,3.07,3,-0.07,1.6,2.54,0.94,6.75885,9.2255,2.46665,0.9174,2.30861,1.39121,-0.03
1,1,0,6,2.25,1.65,-0.6,2.99,3.05,0.06,2.16,1.54,-0.62,7.09243,6.8281,-0.26433,0.7473,0.07554,-0.67176,-0.14
1,1,0,6,2.25,1.95,-0.3,2.99,2.82,-0.17,2.16,1.63,-0.53,7.09243,6.7462,-0.34623,0.7473,0.52766,-0.21964,0.08
1,1,0,6,2.25,1.59,-0.66,2.99,2.68,-0.31,2.16,1.66,-0.5,7.09243,6.7665,-0.32593,0.7473,0.67584,-0.07146,-0.01
1,1,0,6,2.25,1.06,-1.19,2.99,2.7,-0.29,2.16,1.55,-0.61,7.09243,7.43402,0.34159,0.7473,-0.5,-1.2473,-0.5
1,1,0,6,2.25,1.88,-0.37,2.99,2.66,-0.33,2.16,1.83,-0.33,7.09243,7.9024,0.80997,0.7473,0.153236,-0.594064,-0.52
1,1,0,6,2.25,1.88,-0.37,2.99,2.62,-0.37,2.16,1.88,-0.28,7.09243,7.881,0.78857,0.7473,0.66226,-0.08504,-0.72
1,1,0,6,2.25,1.78,-0.47,2.99,2.6,-0.39,2.16,1.91,-0.25,7.09243,7.6398,0.54737,0.7473,1.15716,0.40986,-0.82
1,1,0,6,2.25,1.3,-0.95,2.99,2.67,-0.32,2.16,1.9,-0.26,7.09243,7.72638,0.63395,0.7473,1.23578,0.48848,-1.16
1,1,0,6,2.25,1.48,-0.77,2.99,3.35,0.36,2.16,1.33,-0.83,7.09243,6.6339,-0.45853,0.7473,0.43328,-0.31402,-0.9
1,1,0,6,2.25,1.9,-0.35,2.99,3.07,0.08,2.16,1.6,-0.56,7.09243,6.75885,-0.33358,0.7473,0.9174,0.1701,-0.22
1,1,0,6,2.25,2.1,-0.15,2.99,2.84,-0.15,2.16,1.9,-0.26,7.09243,7.28,0.18757,0.7473,0.55,-0.1973,-0.21
1,1,0,6,2.25,2.25,0,2.99,2.79,-0.2,2.16,2.2,0.04,7.09243,7.3605,0.26807,0.7473,1.04638,0.29908,-0.81
1,1,0,6,2.25,2,-0.25,2.99,2.81,-0.18,2.16,2.28,0.12,7.09243,7.4589,0.36647,0.7473,1.14289,0.39559,-1.28
1,1,0,6,2.25,1.5,-0.75,2.99,2.87,-0.12,2.16,2.2,0.04,7.09243,8.3369,1.24447,0.7473,0.56214,-0.18516,-1.47
1,1,0,6,2.25,0.895,-1.355,2.99,3.01,0.02,2.16,1.93,-0.23,7.09243,7.5762,0.48377,0.7473,1.30447,0.55717,-1.75
1,1,0,6,2.25,1.63,-0.62,2.99,3.3,0.31,2.16,1.3,-0.86,7.09243,6.82507,-0.26736,0.7473,0.178,-0.5693,-0.98
1,1,0,6,2.25,2.15,-0.1,2.99,3.07,0.08,2.16,1.5,-0.66,7.09243,7.5496,0.45717,0.7473,0.323,-0.4243,-0.02
1,1,0,6,2.25,2.4,0.15,2.99,2.95,-0.04,2.16,2.36,0.2,7.09243,7.864,0.77157,0.7473,0.81626,0.06896,0.22
1,1,0,6,2.25,2.7,0.45,2.99,2.87,-0.12,2.16,1.9,-0.26,7.09243,7.8335,0.74107,0.7473,0.060396,-0.686904,0.1
1,1,0,6,2.25,2.5,0.25,2.99,2.83,-0.16,2.16,2.2,0.04,7.09243,8.4382,1.34577,0.7473,1.0778,0.3305,-0.45
1,1,0,6,2.25,2.25,0,2.99,2.84,-0.15,2.16,2.2,0.04,7.09243,8.967,1.87457,0.7473,1.56436,0.81706,-1.15
1,1,0,6,2.25,1.8,-0.45,2.99,2.9,-0.09,2.16,2.28,0.12,7.09243,8.9587,1.86627,0.7473,2.1251,1.3778,-1.6
1,1,0,6,2.25,1.14,-1.11,2.99,3,0.01,2.16,2.54,0.38,7.09243,9.2255,2.13307,0.7473,2.30861,1.56131,-1.94
0,0,1,3,2.1,1.65,-0.45,2.84,3.05,0.21,1.9,1.54,-0.36,7.28,6.8281,-0.4519,0.55,0.07554,-0.47446,-0.82
0,0,1,3,2.1,1.95,-0.15,2.84,2.82,-0.02,1.9,1.63,-0.27,7.28,6.7462,-0.5338,0.55,0.52766,-0.02234,-0.4
0,0,1,3,2.1,1.59,-0.51,2.84,2.68,-0.16,1.9,1.66,-0.24,7.28,6.7665,-0.5135,0.55,0.67584,0.12584,-0.11
0,0,1,3,2.1,1.06,-1.04,2.84,2.7,-0.14,1.9,1.55,-0.35,7.28,7.43402,0.15402,0.55,-0.5,-1.05,-0.2
0,0,1,3,2.1,1.88,-0.22,2.84,2.66,-0.18,1.9,1.83,-0.07,7.28,7.9024,0.6224,0.55,0.153236,-0.396764,-0.11
0,0,1,3,2.1,1.88,-0.22,2.84,2.62,-0.22,1.9,1.88,-0.02,7.28,7.881,0.601,0.55,0.66226,0.11226,-0.01
0,0,1,3,2.1,1.78,-0.32,2.84,2.6,-0.24,1.9,1.91,0.01,7.28,7.6398,0.3598,0.55,1.15716,0.60716,-0.24
0,0,1,3,2.1,1.3,-0.8,2.84,2.67,-0.17,1.9,1.9,0,7.28,7.72638,0.44638,0.55,1.23578,0.68578,-0.7
0,0,1,3,2.1,1.48,-0.62,2.84,3.35,0.51,1.9,1.33,-0.57,7.28,6.6339,-0.6461,0.55,0.43328,-0.11672,-1.57
0,0,1,3,2.1,1.9,-0.2,2.84,3.07,0.23,1.9,1.6,-0.3,7.28,6.75885,-0.52115,0.55,0.9174,0.3674,-0.77
0,0,1,3,2.1,2.25,0.15,2.84,2.99,0.15,1.9,2.16,0.26,7.28,7.09243,-0.18757,0.55,0.7473,0.1973,-0.27
0,0,1,3,2.1,2.25,0.15,2.84,2.79,-0.05,1.9,2.2,0.3,7.28,7.3605,0.0805,0.55,1.04638,0.49638,0.02
0,0,1,3,2.1,2,-0.1,2.84,2.81,-0.03,1.9,2.28,0.38,7.28,7.4589,0.1789,0.55,1.14289,0.59289,-0.11
0,0,1,3,2.1,1.5,-0.6,2.84,2.87,0.03,1.9,2.2,0.3,7.28,8.3369,1.0569,0.55,0.56214,0.01214,-0.46
0,0,1,3,2.1,0.895,-1.205,2.84,3.01,0.17,1.9,1.93,0.03,7.28,7.5762,0.2962,0.55,1.30447,0.75447,-0.97
0,0,1,3,2.1,1.63,-0.47,2.84,3.3,0.46,1.9,1.3,-0.6,7.28,6.82507,-0.45493,0.55,0.178,-0.372,-1.26
0,0,1,3,2.1,2.15,0.05,2.84,3.07,0.23,1.9,1.5,-0.4,7.28,7.5496,0.2696,0.55,0.323,-0.227,-0.65
0,0,1,3,2.1,2.4,0.3,2.84,2.95,0.11,1.9,2.36,0.46,7.28,7.864,0.584,0.55,0.81626,0.26626,-0.06
0,0,1,3,2.1,2.7,0.6,2.84,2.87,0.03,1.9,1.9,0,7.28,7.8335,0.5535,0.55,0.060396,-0.489604,0.26
0,0,1,3,2.1,2.5,0.4,2.84,2.83,-0.01,1.9,2.2,0.3,7.28,8.4382,1.1582,0.55,1.0778,0.5278,0.37
0,0,1,3,2.1,2.25,0.15,2.84,2.84,0,1.9,2.2,0.3,7.28,8.967,1.687,0.55,1.56436,1.01436,0.21
0,0,1,3,2.1,1.8,-0.3,2.84,2.9,0.06,1.9,2.28,0.38,7.28,8.9587,1.6787,0.55,2.1251,1.5751,-0.16
0,0,1,3,2.1,1.14,-0.96,2.84,3,0.16,1.9,2.54,0.64,7.28,9.2255,1.9455,0.55,2.30861,1.75861,-0.7
0,0,1,3,2.25,1.65,-0.6,2.79,3.05,0.26,2.2,1.54,-0.66,7.3605,6.8281,-0.5324,1.04638,0.07554,-0.97084,-0.3
0,0,1,3,2.25,1.95,-0.3,2.79,2.82,0.03,2.2,1.63,-0.57,7.3605,6.7462,-0.6143,1.04638,0.52766,-0.51872,0.15
0,0,1,3,2.25,1.59,-0.66,2.79,2.68,-0.11,2.2,1.66,-0.54,7.3605,6.7665,-0.594,1.04638,0.67584,-0.37054,0.24
0,0,1,3,2.25,1.06,-1.19,2.79,2.7,-0.09,2.2,1.55,-0.65,7.3605,7.43402,0.07352,1.04638,-0.5,-1.54638,-0.4
0,0,1,3,2.25,1.88,-0.37,2.79,2.66,-0.13,2.2,1.83,-0.37,7.3605,7.9024,0.5419,1.04638,0.153236,-0.893144,-0.39
0,0,1,3,2.25,1.88,-0.37,2.79,2.62,-0.17,2.2,1.88,-0.32,7.3605,7.881,0.5205,1.04638,0.66226,-0.38412,-0.37
0,0,1,3,2.25,1.78,-0.47,2.79,2.6,-0.19,2.2,1.91,-0.29,7.3605,7.6398,0.2793,1.04638,1.15716,0.11078,-0.71
0,0,1,3,2.25,1.3,-0.95,2.79,2.67,-0.12,2.2,1.9,-0.3,7.3605,7.72638,0.36588,1.04638,1.23578,0.1894,-1.21
0,0,1,3,2.25,1.48,-0.77,2.79,3.35,0.56,2.2,1.33,-0.87,7.3605,6.6339,-0.7266,1.04638,0.43328,-0.6131,-1.12
0,0,1,3,2.25,1.9,-0.35,2.79,3.07,0.28,2.2,1.6,-0.6,7.3605,6.75885,-0.60165,1.04638,0.9174,-0.12898,-0.31
0,0,1,3,2.25,2.25,0,2.79,2.99,0.2,2.2,2.16,-0.04,7.3605,7.09243,-0.26807,1.04638,0.7473,-0.29908,0.1
0,0,1,3,2.25,2.1,-0.15,2.79,2.84,0.05,2.2,1.9,-0.3,7.3605,7.28,-0.0805,1.04638,0.55,-0.49638,0.17
0,0,1,3,2.25,2,-0.25,2.79,2.81,0.02,2.2,2.28,0.08,7.3605,7.4589,0.0984,1.04638,1.14289,0.09651,-0.43
0,0,1,3,2.25,1.5,-0.75,2.79,2.87,0.08,2.2,2.2,0,7.3605,8.3369,0.9764,1.04638,0.56214,-0.48424,-1.03
0,0,1,3,2.25,0.895,-1.355,2.79,3.01,0.22,2.2,1.93,-0.27,7.3605,7.5762,0.2157,1.04638,1.30447,0.25809,-1.72
0,0,1,3,2.25,1.63,-0.62,2.79,3.3,0.51,2.2,1.3,-0.9,7.3605,6.82507,-0.53543,1.04638,0.178,-0.86838,-0.83
0,0,1,3,2.25,2.15,-0.1,2.79,3.07,0.28,2.2,1.5,-0.7,7.3605,7.5496,0.1891,1.04638,0.323,-0.72338,-0.17
0,0,1,3,2.25,2.4,0.15,2.79,2.95,0.16,2.2,2.36,0.16,7.3605,7.864,0.5035,1.04638,0.81626,-0.23012,0.24
0,0,1,3,2.25,2.7,0.45,2.79,2.87,0.08,2.2,1.9,-0.3,7.3605,7.8335,0.473,1.04638,0.060396,-0.985984,0.37
0,0,1,3,2.25,2.5,0.25,2.79,2.83,0.04,2.2,2.2,0,7.3605,8.4382,1.0777,1.04638,1.0778,0.03142,0.23
0,0,1,3,2.25,2.25,0,2.79,2.84,0.05,2.2,2.2,0,7.3605,8.967,1.6065,1.04638,1.56436,0.51798,-0.2
0,0,1,3,2.25,1.8,-0.45,2.79,2.9,0.11,2.2,2.28,0.08,7.3605,8.9587,1.5982,1.04638,2.1251,1.07872,-0.82
0,0,1,3,2.25,1.14,-1.11,2.79,3,0.21,2.2,2.54,0.34,7.3605,9.2255,1.865,1.04638,2.30861,1.26223,-1.62
1,1,1,3,2,1.59,-0.41,2.81,2.68,-0.13,2.28,1.66,-0.62,7.4589,6.7665,-0.6924,1.14289,0.67584,-0.46705,0.31
1,1,1,3,2,1.06,-0.94,2.81,2.7,-0.11,2.28,1.55,-0.73,7.4589,7.43402,-0.02488,1.14289,-0.5,-1.64289,-0.08
1,1,1,3,2,1.88,-0.12,2.81,2.66,-0.15,2.28,1.83,-0.45,7.4589,7.9024,0.4435,1.14289,0.153236,-0.989654,-0.01
1,1,1,3,2,1.88,-0.12,2.81,2.62,-0.19,2.28,1.88,-0.4,7.4589,7.881,0.4221,1.14289,0.66226,-0.48063,0.02
1,1,1,3,2,1.78,-0.22,2.81,2.6,-0.21,2.28,1.91,-0.37,7.4589,7.6398,0.1809,1.14289,1.15716,0.01427,-0.08
1,1,1,3,2,1.48,-0.52,2.81,3.35,0.54,2.28,1.33,-0.95,7.4589,6.6339,-0.825,1.14289,0.43328,-0.70961,-0.46
1,1,1,3,2,1.9,-0.1,2.81,3.07,0.26,2.28,1.6,-0.68,7.4589,6.75885,-0.70005,1.14289,0.9174,-0.22549,0.09
1,1,1,3,2,2.25,0.25,2.81,2.99,0.18,2.28,2.16,-0.12,7.4589,7.09243,-0.36647,1.14289,0.7473,-0.39559,0.44
1,1,1,3,2,2.1,0.1,2.81,2.84,0.03,2.28,1.9,-0.38,7.4589,7.28,-0.1789,1.14289,0.55,-0.59289,0.46
1,1,1,3,2,2.25,0.25,2.81,2.79,-0.02,2.28,2.2,-0.08,7.4589,7.3605,-0.0984,1.14289,1.04638,-0.09651,0.31
1,1,1,3,2,1.5,-0.5,2.81,2.87,0.06,2.28,2.2,-0.08,7.4589,8.3369,0.878,1.14289,0.56214,-0.58075,-0.45
1,1,1,3,2,0.895,-1.105,2.81,3.01,0.2,2.28,1.93,-0.35,7.4589,7.5762,0.1173,1.14289,1.30447,0.16158,-0.92
1,1,1,3,2,1.63,-0.37,2.81,3.3,0.49,2.28,1.3,-0.98,7.4589,6.82507,-0.63383,1.14289,0.178,-0.96489,-0.15
1,1,1,3,2,2.15,0.15,2.81,3.07,0.26,2.28,1.5,-0.78,7.4589,7.5496,0.0907,1.14289,0.323,-0.81989,0.36
1,1,1,3,2,2.4,0.4,2.81,2.95,0.14,2.28,2.36,0.08,7.4589,7.864,0.4051,1.14289,0.81626,-0.32663,0.66
1,1,1,3,2,2.5,0.5,2.81,2.83,0.02,2.28,2.2,-0.08,7.4589,8.4382,0.9793,1.14289,1.0778,-0.06509,0.56
1,1,1,3,2,2.25,0.25,2.81,2.84,0.03,2.28,2.2,-0.08,7.4589,8.967,1.5081,1.14289,1.56436,0.42147,0.23
1,1,1,3,2,1.14,-0.86,2.81,3,0.19,2.28,2.54,0.26,7.4589,9.2255,1.7666,1.14289,2.30861,1.16572,-0.87
1,1,1,3,1.5,1.65,0.15,2.87,3.05,0.18,2.2,1.54,-0.66,8.3369,6.8281,-1.5088,0.56214,0.07554,-0.4866,0.58
1,1,1,3,1.5,1.59,0.09,2.87,2.68,-0.19,2.2,1.66,-0.54,8.3369,6.7665,-1.5704,0.56214,0.67584,0.1137,0.3
1,1,1,3,1.5,1.06,-0.44,2.87,2.7,-0.17,2.2,1.55,-0.65,8.3369,7.43402,-0.90288,0.56214,-0.5,-1.06214,0.3
1,1,1,3,1.5,1.88,0.38,2.87,2.66,-0.21,2.2,1.83,-0.37,8.3369,7.9024,-0.4345,0.56214,0.153236,-0.408904,0.35
1,1,1,3,1.5,1.88,0.38,2.87,2.62,-0.25,2.2,1.88,-0.32,8.3369,7.881,-0.4559,0.56214,0.66226,0.10012,0.29
1,1,1,3,1.5,1.78,0.28,2.87,2.6,-0.27,2.2,1.91,-0.29,8.3369,7.6398,-0.6971,0.56214,1.15716,0.59502,0.21
1,1,1,3,1.5,1.48,-0.02,2.87,3.35,0.48,2.2,1.33,-0.87,8.3369,6.6339,-1.703,0.56214,0.43328,-0.12886,0.32
1,1,1,3,1.5,1.9,0.4,2.87,3.07,0.2,2.2,1.6,-0.6,8.3369,6.75885,-1.57805,0.56214,0.9174,0.35526,0.87
1,1,1,3,1.5,2.25,0.75,2.87,2.99,0.12,2.2,2.16,-0.04,8.3369,7.09243,-1.24447,0.56214,0.7473,0.18516,1.08
1,1,1,3,1.5,2.1,0.6,2.87,2.84,-0.03,2.2,1.9,-0.3,8.3369,7.28,-1.0569,0.56214,0.55,-0.01214,1.02
1,1,1,3,1.5,2.25,0.75,2.87,2.79,-0.08,2.2,2.2,0,8.3369,7.3605,-0.9764,0.56214,1.04638,0.48424,0.74
1,1,1,3,1.5,1.63,0.13,2.87,3.3,0.43,2.2,1.3,-0.9,8.3369,6.82507,-1.51183,0.56214,0.178,-0.38414,0.44
1,1,1,3,1.5,2.15,0.65,2.87,3.07,0.2,2.2,1.5,-0.7,8.3369,7.5496,-0.7873,0.56214,0.323,-0.23914,1.04
1,1,1,3,1.5,2.4,0.9,2.87,2.95,0.08,2.2,2.36,0.16,8.3369,7.864,-0.4729,0.56214,0.81626,0.25412,1.37
1,1,1,3,1.5,2.7,1.2,2.87,2.87,0,2.2,1.9,-0.3,8.3369,7.8335,-0.5034,0.56214,0.060396,-0.501744,1.34
1,1,1,3,1.5,2.5,1,2.87,2.83,-0.04,2.2,2.2,0,8.3369,8.4382,0.1013,0.56214,1.0778,0.51566,1.11
1,1,1,3,1.5,2.25,0.75,2.87,2.84,-0.03,2.2,2.2,0,8.3369,8.967,0.6301,0.56214,1.56436,1.00222,0.7
1,1,1,3,1.5,1.14,-0.36,2.87,3,0.13,2.2,2.54,0.34,8.3369,9.2255,0.8886,0.56214,2.30861,1.74647,-0.22
1,1,1,3,0.895,1.65,0.755,3.01,3.05,0.04,1.93,1.54,-0.39,7.5762,6.8281,-0.7481,1.30447,0.07554,-1.22893,0.45
1,1,1,3,0.895,1.95,1.055,3.01,2.82,-0.19,1.93,1.63,-0.3,7.5762,6.7462,-0.83,1.30447,0.52766,-0.77681,0.63
1,1,1,3,0.895,1.59,0.695,3.01,2.68,-0.33,1.93,1.66,-0.27,7.5762,6.7665,-0.8097,1.30447,0.67584,-0.62863,0.29
1,1,1,3,0.895,1.06,0.165,3.01,2.7,-0.31,1.93,1.55,-0.38,7.5762,7.43402,-0.14218,1.30447,-0.5,-1.80447,0.23
1,1,1,3,0.895,1.88,0.985,3.01,2.66,-0.35,1.93,1.83,-0.1,7.5762,7.9024,0.3262,1.30447,0.153236,-1.151234,0.41
1,1,1,3,0.895,1.88,0.985,3.01,2.62,-0.39,1.93,1.88,-0.05,7.5762,7.881,0.3048,1.30447,0.66226,-0.64221,0.48
1,1,1,3,0.895,1.78,0.885,3.01,2.6,-0.41,1.93,1.91,-0.02,7.5762,7.6398,0.0636,1.30447,1.15716,-0.14731,0.49
1,1,1,3,0.895,1.3,0.405,3.01,2.67,-0.34,1.93,1.9,-0.03,7.5762,7.72638,0.15018,1.30447,1.23578,-0.06869,0.22
1,1,1,3,0.895,1.48,0.585,3.01,3.35,0.34,1.93,1.33,-0.6,7.5762,6.6339,-0.9423,1.30447,0.43328,-0.87119,0.33
1,1,1,3,0.895,1.9,1.005,3.01,3.07,0.06,1.93,1.6,-0.33,7.5762,6.75885,-0.81735,1.30447,0.9174,-0.38707,0.67
1,1,1,3,0.895,2.25,1.355,3.01,2.99,-0.02,1.93,2.16,0.23,7.5762,7.09243,-0.48377,1.30447,0.7473,-0.55717,0.74
1,1,1,3,0.895,2.1,1.205,3.01,2.84,-0.17,1.93,1.9,-0.03,7.5762,7.28,-0.2962,1.30447,0.55,-0.75447,0.69
1,1,1,3,0.895,2.25,1.355,3.01,2.79,-0.22,1.93,2.2,0.27,7.5762,7.3605,-0.2157,1.30447,1.04638,-0.25809,0.6
1,1,1,3,0.895,2,1.105,3.01,2.81,-0.2,1.93,2.28,0.35,7.5762,7.4589,-0.1173,1.30447,1.14289,-0.16158,0.42
1,1,1,3,0.895,1.5,0.605,3.01,2.87,-0.14,1.93,2.2,0.27,7.5762,8.3369,0.7607,1.30447,0.56214,-0.74233,0.28
1,1,1,3,0.895,1.63,0.735,3.01,3.3,0.29,1.93,1.3,-0.63,7.5762,6.82507,-0.75113,1.30447,0.178,-1.12647,0.4
1,1,1,3,0.895,2.15,1.255,3.01,3.07,0.06,1.93,1.5,-0.43,7.5762,7.5496,-0.0266,1.30447,0.323,-0.98147,0.83
1,1,1,3,0.895,2.4,1.505,3.01,2.95,-0.06,1.93,2.36,0.43,7.5762,7.864,0.2878,1.30447,0.81626,-0.48821,0.93
1,1,1,3,0.895,2.7,1.805,3.01,2.87,-0.14,1.93,1.9,-0.03,7.5762,7.8335,0.2573,1.30447,0.060396,-1.244074,0.88
1,1,1,3,0.895,2.5,1.605,3.01,2.83,-0.18,1.93,2.2,0.27,7.5762,8.4382,0.862,1.30447,1.0778,-0.22667,0.72
1,1,1,3,0.895,2.25,1.355,3.01,2.84,-0.17,1.93,2.2,0.27,7.5762,8.967,1.3908,1.30447,1.56436,0.25989,0.55
1,1,1,3,0.895,1.8,0.905,3.01,2.9,-0.11,1.93,2.28,0.35,7.5762,8.9587,1.3825,1.30447,2.1251,0.82063,0.34
1,1,1,3,0.895,1.14,0.245,3.01,3,-0.01,1.93,2.54,0.61,7.5762,9.2255,1.6493,1.30447,2.30861,1.00414,0.03
0,0,1,3,1.63,1.65,0.02,3.3,3.05,-0.25,1.3,1.54,0.24,6.82507,6.8281,0.00303,0.178,0.07554,-0.10246,-0.03
0,0,1,3,1.63,1.95,0.32,3.3,2.82,-0.48,1.3,1.63,0.33,6.82507,6.7462,-0.07887,0.178,0.52766,0.34966,-0.04
0,0,1,3,1.63,1.59,-0.04,3.3,2.68,-0.62,1.3,1.66,0.36,6.82507,6.7665,-0.05857,0.178,0.67584,0.49784,-0.52
0,0,1,3,1.63,1.06,-0.57,3.3,2.7,-0.6,1.3,1.55,0.25,6.82507,7.43402,0.60895,0.178,-0.5,-0.678,-0.49
0,0,1,3,1.63,1.88,0.25,3.3,2.66,-0.64,1.3,1.83,0.53,6.82507,7.9024,1.07733,0.178,0.153236,-0.024764,-0.51
0,0,1,3,1.63,1.88,0.25,3.3,2.62,-0.68,1.3,1.88,0.58,6.82507,7.881,1.05593,0.178,0.66226,0.48426,-0.62
0,0,1,3,1.63,1.78,0.15,3.3,2.6,-0.7,1.3,1.91,0.61,6.82507,7.6398,0.81473,0.178,1.15716,0.97916,-0.75
0,0,1,3,1.63,1.3,-0.33,3.3,2.67,-0.63,1.3,1.9,0.6,6.82507,7.72638,0.90131,0.178,1.23578,1.05778,-0.93
0,0,1,3,1.63,1.48,-0.15,3.3,3.35,0.05,1.3,1.33,0.03,6.82507,6.6339,-0.19117,0.178,0.43328,0.25528,-0.14
0,0,1,3,1.63,1.9,0.27,3.3,3.07,-0.23,1.3,1.6,0.3,6.82507,6.75885,-0.06622,0.178,0.9174,0.7394,0.08
0,0,1,3,1.63,2.25,0.62,3.3,2.99,-0.31,1.3,2.16,0.86,6.82507,7.09243,0.26736,0.178,0.7473,0.5693,-0.12
0,0,1,3,1.63,2.1,0.47,3.3,2.84,-0.46,1.3,1.9,0.6,6.82507,7.28,0.45493,0.178,0.55,0.372,-0.25
0,0,1,3,1.63,2.25,0.62,3.3,2.79,-0.51,1.3,2.2,0.9,6.82507,7.3605,0.53543,0.178,1.04638,0.86838,-0.44
0,0,1,3,1.63,2,0.37,3.3,2.81,-0.49,1.3,2.28,0.98,6.82507,7.4589,0.63383,0.178,1.14289,0.96489,-0.68
0,0,1,3,1.63,1.5,-0.13,3.3,2.87,-0.43,1.3,2.2,0.9,6.82507,8.3369,1.51183,0.178,0.56214,0.38414,-0.92
0,0,1,3,1.63,0.895,-0.735,3.3,3.01,-0.29,1.3,1.93,0.63,6.82507,7.5762,0.75113,0.178,1.30447,1.12647,-1.16
0,0,1,3,1.63,2.15,0.52,3.3,3.07,-0.23,1.3,1.5,0.2,6.82507,7.5496,0.72453,0.178,0.323,0.145,0.25
0,0,1,3,1.63,2.4,0.77,3.3,2.95,-0.35,1.3,2.36,1.06,6.82507,7.864,1.03893,0.178,0.81626,0.63826,0.17
0,0,1,3,1.63,2.7,1.07,3.3,2.87,-0.43,1.3,1.9,0.6,6.82507,7.8335,1.00843,0.178,0.060396,-0.117604,-0.01
0,0,1,3,1.63,2.5,0.87,3.3,2.83,-0.47,1.3,2.2,0.9,6.82507,8.4382,1.61313,0.178,1.0778,0.8998,-0.26
0,0,1,3,1.63,2.25,0.62,3.3,2.84,-0.46,1.3,2.2,0.9,6.82507,8.967,2.14193,0.178,1.56436,1.38636,-0.53
0,0,1,3,1.63,1.8,0.17,3.3,2.9,-0.4,1.3,2.28,0.98,6.82507,8.9587,2.13363,0.178,2.1251,1.9471,-0.8
0,0,1,3,1.63,1.14,-0.49,3.3,3,-0.3,1.3,2.54,1.24,6.82507,9.2255,2.40043,0.178,2.30861,2.13061,-1.11
1,1,0,6,2.15,1.65,-0.5,3.07,3.05,-0.02,1.5,1.54,0.04,7.5496,6.8281,-0.7215,0.323,0.07554,-0.24746,-0.45
1,1,0,6,2.15,1.95,-0.2,3.07,2.82,-0.25,1.5,1.63,0.13,7.5496,6.7462,-0.8034,0.323,0.52766,0.20466,-0.03
1,1,0,6,2.15,1.59,-0.56,3.07,2.68,-0.39,1.5,1.66,0.16,7.5496,6.7665,-0.7831,0.323,0.67584,0.35284,0.16
1,1,0,6,2.15,1.06,-1.09,3.07,2.7,-0.37,1.5,1.55,0.05,7.5496,7.43402,-0.11558,0.323,-0.5,-0.823,0.1
1,1,0,6,2.15,1.88,-0.27,3.07,2.66,-0.41,1.5,1.83,0.33,7.5496,7.9024,0.3528,0.323,0.153236,-0.169764,0.13
1,1,0,6,2.15,1.88,-0.27,3.07,2.62,-0.45,1.5,1.88,0.38,7.5496,7.881,0.3314,0.323,0.66226,0.33926,0.06
1,1,0,6,2.15,1.78,-0.37,3.07,2.6,-0.47,1.5,1.91,0.41,7.5496,7.6398,0.0902,0.323,1.15716,0.83416,-0.18
1,1,0,6,2.15,1.3,-0.85,3.07,2.67,-0.4,1.5,1.9,0.4,7.5496,7.72638,0.17678,0.323,1.23578,0.91278,-0.52
1,1,0,6,2.15,1.48,-0.67,3.07,3.35,0.28,1.5,1.33,-0.17,7.5496,6.6339,-0.9157,0.323,0.43328,0.11028,-0.85
1,1,0,6,2.15,1.9,-0.25,3.07,3.07,0,1.5,1.6,0.1,7.5496,6.75885,-0.79075,0.323,0.9174,0.5944,-0.21
1,1,0,6,2.15,2.25,0.1,3.07,2.99,-0.08,1.5,2.16,0.66,7.5496,7.09243,-0.45717,0.323,0.7473,0.4243,0.25
1,1,0,6,2.15,2.1,-0.05,3.07,2.84,-0.23,1.5,1.9,0.4,7.5496,7.28,-0.2696,0.323,0.55,0.227,0.44
1,1,0,6,2.15,2.25,0.1,3.07,2.79,-0.28,1.5,2.2,0.7,7.5496,7.3605,-0.1891,0.323,1.04638,0.72338,0.4
1,1,0,6,2.15,2,-0.15,3.07,2.81,-0.26,1.5,2.28,0.78,7.5496,7.4589,-0.0907,0.323,1.14289,0.81989,0.11
1,1,0,6,2.15,1.5,-0.65,3.07,2.87,-0.2,1.5,2.2,0.7,7.5496,8.3369,0.7873,0.323,0.56214,0.23914,-0.26
1,1,0,6,2.15,0.895,-1.255,3.07,3.01,-0.06,1.5,1.93,0.43,7.5496,7.5762,0.0266,0.323,1.30447,0.98147,-0.67
1,1,0,6,2.15,1.63,-0.52,3.07,3.3,0.23,1.5,1.3,-0.2,7.5496,6.82507,-0.72453,0.323,0.178,-0.145,-0.6
